connection_id,client_id,client_name,property_address,connection_type,install_date,meter_serial,status,technician_id,technician_name
CN2026,C370,Joaquim Fonseca-Silva,"Avenida Xavier Leite, 24, 7277-685 Santa Comba Dão",Three-phase,5/6/2025,MTR2026,Active,T008,Mauro Faria
CN2027,C112,Daniela Loureiro,"Avenida Simões, 78, 8068-687 São João da Madeira",Three-phase,12/28/2019,MTR2027,Active,T090,Lia-Mélanie Melo
CN2028,C358,Edgar Campos,"R. de Viterbo de Campos, 11, 3922-198 Reguengos de Monsaraz",Single-phase,3/7/2023,MTR2028,Active,T084,David Alves
CN2029,C309,Lisandro Moreira,"R. de Assunção, 2, 6502-234 Silves",Three-phase,4/27/2022,MTR2029,Disconnected,T085,Nádia Magalhães
CN2030,C197,Luana Soares,"Avenida da Rainha D. Leonor, S/N, 5344-300 Barcelos",Three-phase,2/8/2024,MTR2030,Active,T117,Ricardo Tavares-Coelho
CN2031,C137,Madalena Barros,"Travessa de D. Pedro Pitões, 5, 0882-100 Viana do Castelo",Three-phase,4/9/2025,MTR2031,Active,T038,Gabriela Ribeiro-Ramos
CN2032,C549,Jorge Neves,"Alameda das Laranjeiras, 1, 3440-777 Rebordosa",Single-phase,4/13/2020,MTR2032,Suspended,T066,Joel do Pinho
CN2033,C434,Benjamim Maia,"Rua Afonso Gaspar, 811, 1421-524 Câmara de Lobos",Single-phase,10/16/2024,MTR2033,Active,T111,Yasmin-Salomé Leal
CN2034,C563,Rafael Vaz,"R. de Sá, 60, 3648-187 Montemor-o-Novo",Three-phase,3/5/2020,MTR2034,Disconnected,T065,Mafalda Baptista
CN2035,C230,Kyara Ferreira,"Praça Rodrigues, 23, 3946-248 Faro",Single-phase,8/24/2023,MTR2035,Active,T003,Tatiana Nunes
CN2036,C057,Camila Ramos-Baptista,"Avenida Alves, S/N, 7896-951 Abrantes",Three-phase,3/5/2021,MTR2036,Suspended,T040,Soraia Matos
CN2037,C138,Beatriz Gonçalves-Cruz,"Av Filipe Araújo, 3, 0848-426 Vila Nova de Famalicão",Single-phase,4/19/2022,MTR2037,Active,T096,Larissa de Pires
CN2038,C467,Núria Gonçalves,"Travessa de Luís António Verney, 35, 2741-025 Tarouca",Three-phase,3/30/2022,MTR2038,Suspended,T088,Daniela Esteves
CN2039,C519,Larissa Baptista,"Avenida Leite, 60, 2707-995 São Mamede de Infesta",Single-phase,1/18/2022,MTR2039,Disconnected,T039,Júlia Assunção
CN2040,C510,Yasmin Teixeira,"Alameda César Castro, S/N, 0898-309 Braga",Single-phase,6/17/2022,MTR2040,Disconnected,T104,Ângela Cardoso
CN2041,C179,Rafaela-Carolina Carneiro,"Travessa de Sá, 72, 7569-991 Vila Nova de Gaia",Three-phase,2/26/2022,MTR2041,Active,T113,Marcos Gaspar
CN2042,C596,Eva Magalhães,"Travessa de Viterbo de Campos, S/N, 0616-691 Barreiro",Single-phase,5/20/2021,MTR2042,Active,T036,Daniel Miranda
CN2043,C009,Mara-Iara Figueiredo,"Rua Gaspar, 2, 4854-842 Lagoa",Three-phase,4/15/2020,MTR2043,Disconnected,T115,Renata Henriques
CN2044,C438,Isabela Fernandes,"Largo Lima, 48, 4116-597 Póvoa de Varzim",Three-phase,5/3/2024,MTR2044,Disconnected,T012,Eduardo Guerreiro
CN2045,C026,Fabiana Moura,"R. da Rainha D. Leonor, S/N, 7272-081 Seia",Single-phase,10/18/2021,MTR2045,Suspended,T079,Valentim Lima
CN2046,C239,Igor Teixeira,"Rua Rocha, S/N, 5209-452 Setúbal",Single-phase,4/13/2020,MTR2046,Suspended,T074,Ivo de Valente
CN2047,C339,Patrícia Melo,"Avenida Mateus Lopes, 26, 7493-251 Marinha Grande",Three-phase,4/1/2024,MTR2047,Suspended,T117,Ricardo Tavares-Coelho
CN2048,C351,Samuel Moreira-Ferreira,"R. Ema Martins, 60, 7398-622 Mangualde",Single-phase,6/13/2019,MTR2048,Disconnected,T017,Noa Mendes
CN2049,C472,Kyara Nunes,"Av Mafalda Sousa, 10, 7003-322 Paredes",Single-phase,8/14/2020,MTR2049,Active,T075,Luciana Sá
CN2050,C390,Mélanie do Macedo,"Largo do Tronco, 32, 7641-490 Lamego",Single-phase,12/28/2022,MTR2050,Suspended,T089,Luna Abreu
CN2051,C411,Duarte da Moura,"R. Jorge Costa, 585, 3369-995 Vila Nova de Gaia",Single-phase,11/30/2022,MTR2051,Suspended,T019,Marcos Gaspar
CN2052,C551,Emília Baptista,"Avenida Leite, 9, 0282-625 Freamunde",Single-phase,5/12/2020,MTR2052,Active,T072,Igor Miranda
CN2053,C407,Sara Carvalho-Soares,"R. de Chaves de Oliveira, S/N, 7818-710 Valongo",Single-phase,7/8/2024,MTR2053,Disconnected,T108,Frederico Amaral
CN2054,C268,Irina do Correia,"Rua Gonçalo Andrade, S/N, 4968-549 Fafe",Three-phase,9/16/2022,MTR2054,Suspended,T098,Alexandre de Gomes
CN2055,C210,Mia Cruz-Sousa,"R. de Rodrigues, 91, 2538-179 Lisboa",Three-phase,7/16/2025,MTR2055,Disconnected,T039,Júlia Assunção
CN2056,C543,Ivan Lima-Anjos,"Av de Batista, 5, 8735-437 Rio Tinto",Three-phase,5/22/2023,MTR2056,Active,T115,Renata Henriques
CN2057,C576,Francisco Mendes,"Travessa Assunção, 320, 0615-927 Vila Nova de Santo André",Single-phase,6/1/2024,MTR2057,Active,T025,Beatriz Vieira
CN2058,C363,Gustavo da Macedo,"Avenida Magalhães, 1, 3992-891 Tavira",Three-phase,1/28/2020,MTR2058,Disconnected,T004,Mafalda Araújo
CN2059,C140,Bruna Castro-Rodrigues,"Travessa Nunes, 37, 6394-278 Reguengos de Monsaraz",Single-phase,4/29/2024,MTR2059,Disconnected,T079,Valentim Lima
CN2060,C212,Enzo Neto,"Av de D. Afonso Henriques, 64, 4708-231 Beja",Single-phase,10/21/2024,MTR2060,Suspended,T030,Marta-Emma Torres
CN2061,C000,André Vicente,"Alameda da Cidade da Praia, 36, 7600-884 Serpa",Three-phase,3/1/2020,MTR2061,Active,T089,Luna Abreu
CN2062,C470,Beatriz Loureiro,"Av de Pacheco, 399, 7735-166 Braga",Three-phase,1/28/2023,MTR2062,Disconnected,T109,Joel Antunes
CN2063,C395,Igor Pinho,"Avenida Martins, 8, 4920-757 Câmara de Lobos",Single-phase,11/30/2018,MTR2063,Suspended,T048,Bianca-Leonor Barros
CN2064,C404,Bruno Nogueira,"Avenida Débora Borges, S/N, 8656-581 Albufeira",Single-phase,7/1/2024,MTR2064,Active,T061,Filipe Costa-Pacheco
CN2065,C017,Larissa Antunes,"Rua da Vila Expo, 17, 5627-298 Rebordosa",Single-phase,10/7/2024,MTR2065,Suspended,T029,Ema Vaz
CN2066,C563,Rafael Vaz,"Largo Irina Martins, 60, 7874-422 Peso da Régua",Three-phase,8/17/2019,MTR2066,Suspended,T002,Manuel Lima
CN2067,C576,Francisco Mendes,"R. de Gaspar, 84, 8904-760 Vendas Novas",Single-phase,11/18/2024,MTR2067,Active,T096,Larissa de Pires
CN2068,C045,Lourenço Araújo,"R. Goelas de Pau, 81, 3068-811 Miranda do Douro",Three-phase,1/20/2019,MTR2068,Disconnected,T023,Marcos Neto
CN2069,C498,Violeta Loureiro-Valente,"Avenida Melo, 196, 5789-849 Montijo",Three-phase,5/7/2019,MTR2069,Suspended,T089,Luna Abreu
CN2070,C582,Kevin Marques-Martins,"Avenida de José Serra, 52, 0704-726 Alcácer do Sal",Three-phase,5/22/2020,MTR2070,Active,T055,Leandro Sousa
CN2071,C005,Marta Carvalho,"Rua Miranda, 62, 7671-621 Fafe",Three-phase,7/26/2019,MTR2071,Disconnected,T095,Nuno Melo-Garcia
CN2072,C450,Salomé Almeida,"Avenida Batista, 8, 2852-464 Montijo",Single-phase,12/23/2020,MTR2072,Disconnected,T051,David do Cardoso
CN2073,C253,Ângelo Nogueira,"Largo Mélanie Torres, 90, 1947-855 Entroncamento",Three-phase,8/3/2025,MTR2073,Active,T058,Henrique Santos-Amorim
CN2074,C079,Melissa Barbosa,"Av Melo, S/N, 7808-866 Freamunde",Three-phase,12/22/2020,MTR2074,Disconnected,T032,Pedro Amorim
CN2075,C105,Lara Oliveira,"Alameda Diogo Araújo, 933, 6087-882 Ponte de Sor",Three-phase,2/8/2020,MTR2075,Disconnected,T072,Igor Miranda
CN2076,C121,Enzo Carvalho-Pereira,"Largo Neves, 1, 3354-216 Freamunde",Single-phase,3/19/2020,MTR2076,Active,T081,Kevin Silva
CN2077,C148,Denis Monteiro,"Rua Ferreira de Mira, 78, 9703-506 Paços de Ferreira",Three-phase,8/15/2025,MTR2077,Suspended,T057,Larissa Machado
CN2078,C527,Ivan Faria,"Avenida de Baptista, 49, 0655-782 Chaves",Three-phase,4/26/2022,MTR2078,Suspended,T106,Filipe Costa
CN2079,C379,Catarina Moura,"R. Kelly Lourenço, 4, 7272-742 Cartaxo",Three-phase,12/1/2019,MTR2079,Disconnected,T055,Leandro Sousa
CN2080,C197,Luana Soares,"R. Gomes, 8, 6158-736 Estarreja",Single-phase,5/6/2019,MTR2080,Suspended,T089,Luna Abreu
CN2081,C204,Beatriz Abreu,"Alameda Sebastião Lourenço, 50, 8467-332 Bragança",Three-phase,10/8/2025,MTR2081,Active,T083,Noa Simões
CN2082,C029,Pedro Nascimento,"Praça do Peneireiro, 98, 7533-963 Anadia",Single-phase,1/18/2023,MTR2082,Active,T065,Mafalda Baptista
CN2083,C576,Francisco Mendes,"Travessa Assunção, 320, 0615-927 Vila Nova de Santo André",Single-phase,6/7/2019,MTR2083,Suspended,T075,Luciana Sá
CN2084,C221,Cláudio Amorim,"Alameda de Barros, 1, 3089-720 Lisboa",Three-phase,11/13/2024,MTR2084,Active,T042,Daniel Machado-Coelho
CN2085,C088,Mélanie Batista,"R. de Nascimento, 36, 6278-282 Moura",Single-phase,6/29/2022,MTR2085,Suspended,T059,Daniel Carvalho
CN2086,C150,Mateus Gaspar,"Avenida do Alto de São João, S/N, 3356-588 Matosinhos",Three-phase,7/30/2021,MTR2086,Disconnected,T033,Pedro Sousa
CN2087,C409,Flor Melo,"R. de Faria, 3, 0493-795 Costa da Caparica",Single-phase,6/3/2024,MTR2087,Disconnected,T117,Ricardo Tavares-Coelho
CN2088,C348,Madalena Matias,"Alameda Castro, 166, 2358-418 Fundão",Single-phase,7/6/2021,MTR2088,Active,T016,Micael Esteves
CN2089,C564,Íris do Simões,"Avenida de Miranda, S/N, 6100-770 Santo Tirso",Three-phase,7/22/2024,MTR2089,Active,T058,Henrique Santos-Amorim
CN2090,C459,Joel Araújo,"Alameda Pinheiro, S/N, 4971-103 Seia",Three-phase,8/1/2024,MTR2090,Disconnected,T091,Sara Domingues
CN2091,C155,Ivo Soares,"R. Alice Sousa, 516, 7005-371 Amadora",Single-phase,8/7/2024,MTR2091,Suspended,T066,Joel do Pinho
CN2092,C053,Igor Gonçalves,"R. de Monteiro, 5, 1461-331 Portalegre",Single-phase,10/1/2023,MTR2092,Active,T049,Ana do Anjos
CN2093,C080,Simão Valente,"Alameda Nádia Macedo, 849, 9670-683 Penafiel",Single-phase,12/14/2018,MTR2093,Active,T073,César Costa
CN2094,C226,Caetana Macedo,"Praça dos Bacalhoeiros, S/N, 8897-782 Rebordosa",Single-phase,9/11/2024,MTR2094,Disconnected,T019,Marcos Gaspar
CN2095,C227,Martim Pinho-Lourenço,"Alameda Leite, 66, 3334-911 Elvas",Three-phase,9/7/2025,MTR2095,Suspended,T054,Soraia Pinto
CN2096,C074,Sofia Campos,"Travessa de Cima, 69, 2529-644 Vale de Cambra",Three-phase,6/7/2023,MTR2096,Suspended,T099,Valentim Miranda
CN2097,C399,Kelly Carvalho,"Praça Pereira, 56, 5456-572 Faro",Single-phase,10/25/2022,MTR2097,Active,T024,Marco Araújo
CN2098,C548,Kevin Nunes-Cardoso,"Alameda das Tágides, 31, 9497-220 Gandra",Three-phase,6/13/2019,MTR2098,Active,T001,Letícia Machado
CN2099,C125,Carlos Castro,"R. de Camilo, 9, 6733-746 Estarreja",Three-phase,9/9/2025,MTR2099,Disconnected,T064,Júlia Vaz
CN2100,C500,Jéssica Gomes,"Praça da Cruz, 64, 7413-401 Évora",Three-phase,3/10/2022,MTR2100,Active,T001,Letícia Machado
CN2101,C052,Ana Rocha,"Largo de Rodrigues, 8, 2217-043 Guimarães",Three-phase,7/14/2022,MTR2101,Suspended,T076,Lorena Andrade-Nascimento
CN2102,C341,Rafael Macedo,"Alameda de Amaral, S/N, 5625-313 Praia da Vitória",Single-phase,4/10/2025,MTR2102,Disconnected,T057,Larissa Machado
CN2103,C395,Igor Pinho,"Largo do Regado, 7, 8252-637 Braga",Single-phase,6/28/2021,MTR2103,Disconnected,T001,Letícia Machado
CN2104,C562,Valentim Castro,"Travessa Baptista, S/N, 2769-819 Vila Real",Single-phase,2/11/2023,MTR2104,Active,T080,Gil Machado
CN2105,C363,Gustavo da Macedo,"Avenida Magalhães, 1, 3992-891 Tavira",Single-phase,10/29/2022,MTR2105,Disconnected,T019,Marcos Gaspar
CN2106,C494,Afonso Faria,"Av de Santo Eugénio, 83, 8550-789 Santo Tirso",Single-phase,1/20/2022,MTR2106,Active,T005,Salomé Araújo
CN2107,C146,Isabel Pinho,"Avenida de Magalhães, S/N, 3251-071 Portalegre",Three-phase,6/9/2020,MTR2107,Suspended,T074,Ivo de Valente
CN2108,C343,Martim Mota,"Av Miranda, 72, 8805-017 Sacavém",Single-phase,12/26/2021,MTR2108,Suspended,T007,Luca Sousa-Brito
CN2109,C251,Fábio Monteiro,"Av de Antunes, 8, 2910-845 Serpa",Three-phase,8/31/2025,MTR2109,Disconnected,T021,Ana Guerreiro
CN2110,C454,Lia Vieira,"Alameda Salvador Almeida, S/N, 2990-900 Olhão",Single-phase,11/28/2022,MTR2110,Suspended,T089,Luna Abreu
CN2111,C315,Marco Marques,"Praça Mafalda Matos, 643, 0476-253 Anadia",Three-phase,8/1/2021,MTR2111,Active,T075,Luciana Sá
CN2112,C589,Bruna Macedo,"Rua do Bicalho, S/N, 2467-287 Santa Cruz",Three-phase,2/20/2019,MTR2112,Suspended,T099,Valentim Miranda
CN2113,C374,Iara Vieira,"Praça de Garcia, 70, 7960-242 Seixal",Three-phase,2/3/2020,MTR2113,Active,T115,Renata Henriques
CN2114,C270,Afonso do Domingues,"Rua Costa, 78, 0834-761 Torres Vedras",Single-phase,3/6/2020,MTR2114,Suspended,T055,Leandro Sousa
CN2115,C279,Soraia do Mendes,"R. Pinto, 78, 6030-409 Miranda do Douro",Single-phase,2/3/2020,MTR2115,Disconnected,T018,Henrique Azevedo
CN2116,C273,Luana de Henriques,"Largo Matos, 9, 4361-168 Entroncamento",Three-phase,12/16/2020,MTR2116,Disconnected,T036,Daniel Miranda
CN2117,C221,Cláudio Amorim,"Alameda de Barros, 1, 3089-720 Lisboa",Single-phase,7/18/2023,MTR2117,Disconnected,T068,Denis Borges
CN2118,C546,Carolina Machado,"Rua de Neto, 9, 4056-129 Pinhel",Single-phase,3/23/2019,MTR2118,Active,T079,Valentim Lima
CN2119,C344,Filipa Guerreiro,"Travessa de Pereira, 89, 2135-317 Pombal",Single-phase,5/20/2022,MTR2119,Suspended,T094,Gustavo Vieira-Domingues
CN2120,C215,Benedita Henriques,"Rua Filipa Gomes, 169, 7233-104 Valpaços",Three-phase,7/13/2021,MTR2120,Suspended,T089,Luna Abreu
CN2121,C019,Álvaro Reis,"Avenida de Pinheiro, S/N, 9663-193 Oliveira de Azeméis",Three-phase,10/13/2022,MTR2121,Suspended,T109,Joel Antunes
CN2122,C330,Diego Barros,"Alameda de Pereira, 15, 5056-693 Pinhel",Three-phase,9/8/2025,MTR2122,Active,T074,Ivo de Valente
CN2123,C468,Isaac Ribeiro,"Largo Dinis Neves, 57, 7634-250 Maia",Three-phase,2/2/2025,MTR2123,Disconnected,T073,César Costa
CN2124,C415,Melissa Rocha,"Praça Paiva, 43, 2337-209 Vila Nova de Gaia",Three-phase,3/13/2025,MTR2124,Suspended,T081,Kevin Silva
CN2125,C357,Marcos Reis,"R. de S. Francisco de Borja, 25, 4638-901 Montemor-o-Novo",Single-phase,3/1/2023,MTR2125,Disconnected,T024,Marco Araújo
CN2126,C249,Rafael Moreira,"Avenida dos Aliados, 1, 0669-010 Espinho",Single-phase,2/7/2022,MTR2126,Active,T025,Beatriz Vieira
CN2127,C270,Afonso do Domingues,"Travessa do Falcão, 10, 4845-813 Vila Nova de Santo André",Single-phase,6/22/2023,MTR2127,Disconnected,T060,Carlos Soares
CN2128,C469,Rui de Henriques,"Praça do Pimenta, 825, 3163-160 Tondela",Three-phase,2/3/2024,MTR2128,Suspended,T027,Mia Cunha-Maia
CN2129,C025,Kévim Melo,"R. Miguel Campos, S/N, 2499-471 Oliveira de Azeméis",Three-phase,5/15/2021,MTR2129,Disconnected,T043,Alexandre Vicente
CN2130,C212,Enzo Neto,"Avenida Micael Matias, S/N, 2758-045 Gafanha da Nazaré",Single-phase,3/23/2025,MTR2130,Active,T082,Joaquim Guerreiro
CN2131,C204,Beatriz Abreu,"R. Gabriela Monteiro, 88, 8731-424 Rio Tinto",Three-phase,12/5/2021,MTR2131,Suspended,T026,Marco Ferreira
CN2132,C451,Eva-Bruna Borges,"Praça das Japoneiras, S/N, 1298-897 Vila Nova de Famalicão",Three-phase,3/10/2020,MTR2132,Suspended,T009,Matilde-Ema Carvalho
CN2133,C414,Kyara da Reis,"Alameda da Universidade, 415, 3324-913 Tondela",Three-phase,3/13/2024,MTR2133,Active,T071,Lourenço Nogueira
CN2134,C240,Tiago Miranda,"Rua Garcia, 3, 9939-089 Sacavém",Three-phase,3/30/2022,MTR2134,Suspended,T088,Daniela Esteves
CN2135,C158,Helena Leite-Morais,"Praça Leite, 90, 3889-044 Barreiro",Single-phase,11/15/2018,MTR2135,Active,T093,Renata Cruz
CN2136,C226,Caetana Macedo,"R. Larissa Marques, 52, 8500-728 Vila Real de Santo António",Three-phase,8/19/2019,MTR2136,Disconnected,T043,Alexandre Vicente
CN2137,C161,Luciana Coelho-Correia,"Alameda de Fernão de Magalhães, 1, 0521-410 Albufeira",Three-phase,3/3/2021,MTR2137,Active,T118,Melissa Cardoso
CN2138,C048,Vitória do Vicente,"Rua Alexandra Nogueira, 106, 4579-232 Tarouca",Three-phase,7/26/2023,MTR2138,Active,T018,Henrique Azevedo
CN2139,C044,Vera Leal,"Travessa de Sousa, S/N, 9098-468 Sacavém",Three-phase,6/30/2019,MTR2139,Suspended,T059,Daniel Carvalho
CN2140,C271,Filipe Figueiredo,"Avenida de Santa Clara, 7, 0822-837 Montemor-o-Novo",Three-phase,7/29/2025,MTR2140,Disconnected,T105,David Neto
CN2141,C285,Patrícia do Esteves,"Praça Isabela Coelho, 25, 6436-902 Sintra",Three-phase,7/21/2023,MTR2141,Disconnected,T107,Victória Guerreiro
CN2142,C426,Mélanie Borges,"Largo dos Heróis do Mar, 361, 1882-206 Caniço",Three-phase,4/5/2020,MTR2142,Disconnected,T087,Erica Rocha
CN2143,C519,Larissa Baptista,"Praça Pupilos do Exército, 57, 4207-675 Oliveira do Bairro",Single-phase,6/24/2024,MTR2143,Disconnected,T003,Tatiana Nunes
CN2144,C138,Beatriz Gonçalves-Cruz,"R. Marques, S/N, 4872-012 Barcelos",Three-phase,12/7/2023,MTR2144,Active,T043,Alexandre Vicente
CN2145,C253,Ângelo Nogueira,"Travessa Faria, 96, 0548-510 Seia",Single-phase,10/8/2024,MTR2145,Suspended,T036,Daniel Miranda
CN2146,C144,Gaspar Coelho,"Praça de Luiz I, 51, 6474-370 Odivelas",Single-phase,11/8/2018,MTR2146,Disconnected,T081,Kevin Silva
CN2147,C142,António Santos,"Praça de Azevedo, 36, 0148-333 Mealhada",Single-phase,8/2/2025,MTR2147,Disconnected,T050,Samuel Barbosa
CN2148,C236,Daniela Machado,"Av das Necessidades, 25, 9139-521 Barcelos",Three-phase,10/15/2021,MTR2148,Disconnected,T111,Yasmin-Salomé Leal
CN2149,C254,Mia Vicente,"Rua de Lopes, 31, 6110-627 Seia",Single-phase,3/15/2021,MTR2149,Suspended,T041,Afonso Machado
CN2150,C221,Cláudio Amorim,"Alameda de Barros, 1, 3089-720 Lisboa",Three-phase,5/19/2022,MTR2150,Active,T012,Eduardo Guerreiro
CN2151,C493,Mário Lima-Faria,"Rua de Pinho, 7, 9370-632 Amadora",Three-phase,8/21/2023,MTR2151,Active,T058,Henrique Santos-Amorim
CN2152,C578,Melissa Rocha,"Alameda de Matias, 650, 8860-167 Marinha Grande",Single-phase,11/22/2024,MTR2152,Active,T039,Júlia Assunção
CN2153,C479,Juliana Miranda,"Avenida Flor da Rosa, 555, 7992-304 Lamego",Single-phase,8/18/2023,MTR2153,Active,T101,Andreia Cruz
CN2154,C074,Sofia Campos,"Av Gaspar, S/N, 9182-851 Santa Comba Dão",Single-phase,10/5/2021,MTR2154,Suspended,T057,Larissa Machado
CN2155,C362,Afonso Lopes,"Avenida Bianca Martins, 261, 8411-730 Almada",Single-phase,4/6/2019,MTR2155,Suspended,T020,Denis Pires
CN2156,C278,Flor Cruz,"Rua Nunes, 57, 2234-614 Rebordosa",Three-phase,4/25/2025,MTR2156,Suspended,T094,Gustavo Vieira-Domingues
CN2157,C431,Alexandra Pereira,"Largo de Coelho, 85, 1584-156 Vila Nova de Famalicão",Single-phase,6/27/2022,MTR2157,Disconnected,T099,Valentim Miranda
CN2158,C321,Naiara Coelho,"Av Vaz, 3, 8888-189 Amarante",Single-phase,7/15/2023,MTR2158,Disconnected,T017,Noa Mendes
CN2159,C042,Fabiana Cunha,"Travessa Ivan Sousa, 62, 6185-759 Seia",Three-phase,2/21/2022,MTR2159,Disconnected,T059,Daniel Carvalho
CN2160,C476,Alexandre Freitas,"Largo Maria Antunes, 85, 9340-991 Portimão",Single-phase,5/31/2025,MTR2160,Active,T067,Henrique Guerreiro
CN2161,C037,Daniel Nunes,"Avenida de Guedes de Oliveira, S/N, 7589-178 Anadia",Single-phase,4/30/2022,MTR2161,Disconnected,T120,Raquel Coelho
CN2162,C469,Rui de Henriques,"Praça do Pimenta, 825, 3163-160 Tondela",Single-phase,9/22/2025,MTR2162,Suspended,T077,Bianca Lima
CN2163,C285,Patrícia do Esteves,"Alameda de S. Salvador, 11, 2987-707 Pombal",Single-phase,3/4/2022,MTR2163,Active,T114,Martim Macedo
CN2164,C077,Petra Antunes-Neves,"Praça Silva, 10, 0084-840 Fátima",Three-phase,8/18/2024,MTR2164,Active,T099,Valentim Miranda
CN2165,C291,Vicente Machado,"Rua de Matos, 935, 6715-544 Alcácer do Sal",Three-phase,4/6/2025,MTR2165,Disconnected,T098,Alexandre de Gomes
CN2166,C546,Carolina Machado,"Rua de Neto, 9, 4056-129 Pinhel",Single-phase,12/17/2022,MTR2166,Active,T042,Daniel Machado-Coelho
CN2167,C157,Ricardo Cardoso-Azevedo,"Praça Reis, 19, 2379-006 Miranda do Douro",Three-phase,8/16/2024,MTR2167,Suspended,T036,Daniel Miranda
CN2168,C580,Fábio Anjos,"Avenida Núria Costa, S/N, 9625-885 Santa Maria da Feira",Three-phase,6/18/2025,MTR2168,Active,T016,Micael Esteves
CN2169,C110,Dinis da Assunção,"Praça da Cova da Moura, 77, 3329-986 Chaves",Single-phase,3/25/2025,MTR2169,Active,T036,Daniel Miranda
CN2170,C087,Ismael Pacheco,"Praça Magalhães, 77, 0643-459 Loulé",Single-phase,10/8/2025,MTR2170,Active,T072,Igor Miranda
CN2171,C351,Samuel Moreira-Ferreira,"R. Ema Martins, 60, 7398-622 Mangualde",Three-phase,9/11/2021,MTR2171,Suspended,T045,Inês Paiva
CN2172,C345,Simão Anjos,"Praça Ismael Oliveira, 445, 4995-070 Oliveira de Azeméis",Three-phase,9/21/2020,MTR2172,Disconnected,T091,Sara Domingues
CN2173,C145,Cláudio Alves,"Praça Silva, 9, 6865-086 São Salvador de Lordelo",Single-phase,4/18/2022,MTR2173,Suspended,T022,Tiago da Maia
CN2174,C124,Xavier Figueiredo,"Avenida Batista, 37, 8114-374 Silves",Three-phase,12/31/2019,MTR2174,Disconnected,T115,Renata Henriques
CN2175,C101,William Silva,"Praça de Anjos, 330, 0112-501 Amarante",Single-phase,3/24/2020,MTR2175,Active,T007,Luca Sousa-Brito
CN2176,C279,Soraia do Mendes,"R. Pinto, 78, 6030-409 Miranda do Douro",Single-phase,4/2/2022,MTR2176,Active,T116,Lúcia do Pinto
CN2177,C380,Tatiana do Cunha,"R. da Senhora da Lapa, 53, 7695-874 Leiria",Single-phase,9/12/2024,MTR2177,Suspended,T007,Luca Sousa-Brito
CN2178,C240,Tiago Miranda,"Praça Mafalda Vaz, 1, 5167-670 Guarda",Three-phase,6/5/2023,MTR2178,Disconnected,T023,Marcos Neto
CN2179,C508,Martim Pires,"R. Ivo Pacheco, 5, 8475-283 Olhão",Three-phase,1/6/2025,MTR2179,Active,T040,Soraia Matos
CN2180,C531,Maria de Figueiredo,"Rua de Reis, 8, 8714-134 Ermesinde",Single-phase,3/5/2024,MTR2180,Suspended,T098,Alexandre de Gomes
CN2181,C302,Eduarda-Pilar Carneiro,"Largo Esteves, 37, 9516-730 Leiria",Single-phase,4/11/2021,MTR2181,Disconnected,T017,Noa Mendes
CN2182,C439,Gaspar Teixeira,"Travessa de Guerreiro, S/N, 2026-838 Vila Nova de Santo André",Three-phase,7/30/2021,MTR2182,Suspended,T013,Jéssica-Letícia Assunção
CN2183,C502,Alícia Melo,"Alameda do Bolhão, 90, 2657-422 Castelo Branco",Three-phase,12/3/2024,MTR2183,Suspended,T083,Noa Simões
CN2184,C212,Enzo Neto,"Av de D. Afonso Henriques, 64, 4708-231 Beja",Single-phase,9/1/2020,MTR2184,Disconnected,T029,Ema Vaz
CN2185,C452,Wilson Cruz,"Travessa Prof. António de Sousa Franco, 3, 6227-777 Horta",Three-phase,3/1/2021,MTR2185,Suspended,T117,Ricardo Tavares-Coelho
CN2186,C506,Marcos da Machado,"Largo Mia Pinto, S/N, 7396-342 Ribeira Grande",Three-phase,12/7/2021,MTR2186,Suspended,T090,Lia-Mélanie Melo
CN2187,C087,Ismael Pacheco,"Rua Cruz, 21, 5537-147 Queluz",Single-phase,1/5/2024,MTR2187,Active,T063,Martim Jesus-Mendes
CN2188,C410,Nicole Fernandes,"Rua de Castro, 63, 4103-977 Santo Tirso",Three-phase,7/8/2021,MTR2188,Suspended,T015,Nicole de Loureiro
CN2189,C319,Fábio Azevedo,"Praça Irmã Lúcia, 412, 3888-048 Castelo Branco",Single-phase,8/20/2020,MTR2189,Suspended,T109,Joel Antunes
CN2190,C374,Iara Vieira,"Av de Miranda, 79, 8578-375 Vila Nova de Gaia",Single-phase,11/27/2022,MTR2190,Disconnected,T045,Inês Paiva
CN2191,C572,Emanuel Alves,"R. de Branco, 6, 3404-668 Câmara de Lobos",Single-phase,9/4/2020,MTR2191,Suspended,T052,Nair-Sofia Costa
CN2192,C358,Edgar Campos,"Alameda Nogueira, 7, 2175-626 Fafe",Single-phase,12/2/2021,MTR2192,Suspended,T084,David Alves
CN2193,C377,Andreia Paiva,"Alameda de Nascimento, 46, 1812-335 Santa Comba Dão",Three-phase,5/16/2019,MTR2193,Disconnected,T060,Carlos Soares
CN2194,C221,Cláudio Amorim,"Alameda de Barros, 1, 3089-720 Lisboa",Single-phase,4/18/2021,MTR2194,Disconnected,T031,Luca Matos
CN2195,C319,Fábio Azevedo,"Travessa das Ondas, 90, 8588-382 Santarém",Three-phase,3/22/2023,MTR2195,Active,T062,Simão Faria
CN2196,C470,Beatriz Loureiro,"Travessa Grande, 62, 1058-752 Póvoa de Santa Iria",Three-phase,12/28/2023,MTR2196,Suspended,T027,Mia Cunha-Maia
